DATE,AD_CLIENT_ID,AD_REQUESTS,MATCHED_AD_REQUESTS,AD_REQUESTS_COVERAGE,INDIVIDUAL_AD_IMPRESSIONS,CLICKS,CLICKS_SPAM_RATIO,MATCHED_AD_REQUESTS_CTR,COST_PER_CLICK (USD),EARNINGS (USD),AD_REQUESTS_RPM (USD)
2014-04-22,partner-ebay-uk-05,418422,415403,0.9928,2051785,4458,0.0302,0.0107,0.24,1051.99,2.51
2014-03-23,partner-ebay-uk-05,453142,450537,0.9943,2231624,4773,0.0389,0.0106,0.23,1095.54,2.42
2014-06-04,partner-ebay-uk-05,325672,323799,0.9942,1603857,3214,0.0319,0.0099,0.23,732.19,2.25
2014-06-02,partner-ebay-uk-05,324462,322305,0.9934,1595365,3138,0.0407,0.0097,0.23,715.38,2.20
2014-05-05,partner-ebay-uk-05,420630,418118,0.994,2071474,4402,0.0308,0.0105,0.23,999.31,2.38
2014-04-21,partner-ebay-uk-05,423730,420867,0.9932,2080669,4637,0.0291,0.011,0.23,1081.60,2.55
2014-05-16,partner-ebay-uk-05,263873,262340,0.9942,1302023,2433,0.0284,0.0093,0.24,595.12,2.26
2014-03-24,partner-ebay-uk-05,397720,395240,0.9938,1954780,4001,0.0208,0.0101,0.24,967.62,2.43
2014-06-11,partner-ebay-uk-05,289279,287455,0.9937,1424199,2798,0.0308,0.0097,0.26,729.39,2.52
2014-04-04,partner-ebay-uk-05,341432,339265,0.9937,1678871,3387,0.0262,0.01,0.25,845.44,2.48
2014-05-15,partner-ebay-uk-05,283469,281940,0.9946,1398856,2857,0.0216,0.0101,0.24,684.28,2.41
2014-05-03,partner-ebay-uk-05,342731,340729,0.9942,1689013,3418,0.0366,0.01,0.22,760.42,2.22
2014-04-24,partner-ebay-uk-05,381100,378410,0.9929,1872526,3867,0.0291,0.0102,0.22,862.98,2.26
2014-04-11,partner-ebay-uk-05,326147,324027,0.9935,1601718,3229,0.03,0.01,0.25,796.59,2.44
2014-03-27,partner-ebay-uk-05,377671,374987,0.9929,1853635,3790,0.0257,0.0101,0.24,896.83,2.37
2014-06-01,partner-ebay-uk-05,314889,313005,0.994,1550063,3139,0.0291,0.01,0.23,716.88,2.28
2014-05-06,partner-ebay-uk-05,394118,391724,0.9939,1941201,3994,0.0336,0.0102,0.23,935.41,2.37
2014-05-20,partner-ebay-uk-05,325237,323519,0.9947,1605970,3295,0.0388,0.0102,0.24,779.15,2.40
2014-03-25,partner-ebay-uk-05,402004,399186,0.993,1972952,4140,0.0354,0.0104,0.25,1045.92,2.60
2014-05-22,partner-ebay-uk-05,296427,294238,0.9926,1460336,3104,0.0294,0.0105,0.25,771.85,2.60
2014-05-31,partner-ebay-uk-05,272400,270730,0.9939,1340372,2863,0.0315,0.0106,0.22,628.68,2.31
2014-03-20,partner-ebay-uk-05,382192,379755,0.9936,1880930,3722,0.0282,0.0098,0.24,904.18,2.37
2014-04-20,partner-ebay-uk-05,407443,405019,0.9941,2005764,3702,0.0327,0.0091,0.24,870.97,2.14
2014-04-15,partner-ebay-uk-05,353554,351274,0.9936,1740028,3657,0.0258,0.0104,0.23,833.91,2.36
2014-04-08,partner-ebay-uk-05,370494,368117,0.9936,1821860,3683,0.0264,0.01,0.25,918.95,2.48
2014-05-19,partner-ebay-uk-05,303326,301616,0.9944,1495406,3133,0.0303,0.0104,0.24,754.37,2.49
2014-03-18,partner-ebay-uk-05,394628,392023,0.9934,1941130,4062,0.0352,0.0104,0.24,981.08,2.49
2014-04-26,partner-ebay-uk-05,398728,396382,0.9941,1961382,4270,0.0348,0.0108,0.23,974.35,2.44
2014-04-02,partner-ebay-uk-05,372448,370164,0.9939,1833257,3913,0.0276,0.0106,0.25,971.93,2.61
2014-04-17,partner-ebay-uk-05,351986,349694,0.9935,1731573,3513,0.0201,0.01,0.23,808.37,2.30
2014-03-29,partner-ebay-uk-05,336776,334609,0.9936,1655248,3603,0.0291,0.0108,0.25,906.62,2.69
2014-05-13,partner-ebay-uk-05,389361,387140,0.9943,1920185,4185,0.0263,0.0108,0.25,1044.68,2.68
2014-04-30,partner-ebay-uk-05,359011,356748,0.9937,1767799,3494,0.03,0.0098,0.25,874.28,2.44
2014-05-11,partner-ebay-uk-05,460164,457744,0.9947,2271218,4948,0.0385,0.0108,0.23,1138.02,2.47
2014-04-29,partner-ebay-uk-05,376608,374371,0.9941,1855647,3858,0.0304,0.0103,0.25,966.74,2.57
2014-06-08,partner-ebay-uk-05,318328,316232,0.9934,1567712,3256,0.0355,0.0103,0.25,801.25,2.52
2014-05-25,partner-ebay-uk-05,330483,326554,0.9881,1617776,3409,0.0384,0.0104,0.23,800.19,2.42
2014-04-13,partner-ebay-uk-05,391110,388711,0.9939,1925618,4110,0.0309,0.0106,0.22,917.61,2.35
2014-05-26,partner-ebay-uk-05,350336,346250,0.9883,1714458,3602,0.0328,0.0104,0.26,923.89,2.64
2014-05-17,partner-ebay-uk-05,258052,256657,0.9946,1274307,2782,0.033,0.0108,0.23,648.38,2.51
2014-05-27,partner-ebay-uk-05,329291,325691,0.9891,1613410,3224,0.0283,0.0099,0.24,787.46,2.39
2014-06-09,partner-ebay-uk-05,317191,315171,0.9936,1561719,3133,0.0351,0.0099,0.26,812.48,2.56
2014-04-16,partner-ebay-uk-05,337298,335087,0.9934,1659365,3404,0.0302,0.0102,0.24,817.78,2.42
2014-03-17,partner-ebay-uk-05,395418,393121,0.9942,1948318,3880,0.0305,0.0099,0.25,952.46,2.41
2014-04-27,partner-ebay-uk-05,459466,456748,0.9941,2259981,5021,0.0376,0.011,0.22,1096.43,2.39
2014-04-07,partner-ebay-uk-05,413527,410808,0.9934,2032992,4191,0.033,0.0102,0.24,993.84,2.40
2014-05-10,partner-ebay-uk-05,416196,414005,0.9947,2053239,4447,0.0318,0.0107,0.22,973.76,2.34
2014-05-24,partner-ebay-uk-05,321042,317443,0.9888,1573421,3402,0.0283,0.0107,0.23,769.89,2.40
2014-03-30,partner-ebay-uk-05,376686,374341,0.9938,1853449,3903,0.037,0.0104,0.25,979.69,2.60
2014-05-18,partner-ebay-uk-05,308313,306781,0.995,1523338,3162,0.0354,0.0103,0.24,757.81,2.46
2014-04-14,partner-ebay-uk-05,368358,365962,0.9935,1811554,3872,0.0286,0.0106,0.23,882.31,2.40
2014-05-01,partner-ebay-uk-05,384754,382490,0.9941,1896055,3813,0.0253,0.01,0.24,931.10,2.42
2014-06-07,partner-ebay-uk-05,312389,310486,0.9939,1538036,3193,0.0271,0.0103,0.24,760.42,2.43
2014-04-28,partner-ebay-uk-05,401528,398988,0.9937,1974200,4174,0.0327,0.0105,0.24,985.48,2.45
2014-04-18,partner-ebay-uk-05,349227,347008,0.9936,1719420,3608,0.0322,0.0104,0.24,861.46,2.47
2014-05-29,partner-ebay-uk-05,310574,308611,0.9937,1528359,2996,0.0413,0.0097,0.23,677.90,2.18
2014-03-16,partner-ebay-uk-05,401324,399126,0.9945,1979026,4217,0.0357,0.0106,0.24,1016.44,2.53
2014-06-10,partner-ebay-uk-05,309317,307325,0.9936,1523263,3130,0.0342,0.0102,0.26,798.83,2.58
2014-05-09,partner-ebay-uk-05,359759,357555,0.9939,1773175,3704,0.0217,0.0104,0.23,842.25,2.34
2014-05-12,partner-ebay-uk-05,401639,399067,0.9936,1977792,4373,0.0378,0.011,0.25,1097.67,2.73
2014-03-28,partner-ebay-uk-05,348861,346470,0.9931,1712732,3489,0.0314,0.0101,0.25,875.08,2.51
2014-03-15,partner-ebay-uk-05,371802,369702,0.9944,1832615,3897,0.0328,0.0105,0.25,968.61,2.61
2014-03-31,partner-ebay-uk-05,384145,381353,0.9927,1883479,4073,0.023,0.0107,0.25,1001.85,2.61
2014-04-01,partner-ebay-uk-05,357321,355030,0.9936,1758043,3747,0.0333,0.0106,0.27,993.86,2.78
2014-05-28,partner-ebay-uk-05,328040,325767,0.9931,1613357,3439,0.0343,0.0106,0.24,824.62,2.51
2014-03-22,partner-ebay-uk-06,4436091,4372639,0.9857,21174312,37475,0.028,0.0086,0.28,10411.08,2.35
2014-06-03,partner-ebay-uk-06,3482243,3424826,0.9835,16569244,30206,0.0312,0.0088,0.29,8862.75,2.55
2014-04-14,partner-ebay-uk-06,4007434,3931502,0.9811,18945312,34160,0.0264,0.0087,0.29,9982.77,2.49
2014-05-25,partner-ebay-uk-06,3744845,3663467,0.9783,17761376,32769,0.0311,0.0089,0.30,9707.56,2.59
2014-04-04,partner-ebay-uk-06,3805226,3736308,0.9819,17967378,31292,0.0283,0.0084,0.29,8967.35,2.36
2014-03-15,partner-ebay-uk-06,4220356,4166534,0.9872,20218672,35649,0.026,0.0086,0.29,10316.65,2.44
2014-03-24,partner-ebay-uk-06,4485570,4405993,0.9823,21246882,37494,0.0274,0.0085,0.29,10738.85,2.39
2014-05-27,partner-ebay-uk-06,3670466,3586563,0.9771,17350005,31815,0.0288,0.0089,0.30,9637.23,2.63
2014-03-30,partner-ebay-uk-06,4271241,4207682,0.9851,20402197,36669,0.0241,0.0087,0.28,10329.24,2.42
2014-05-26,partner-ebay-uk-06,3960414,3868027,0.9767,18709671,35058,0.0302,0.0091,0.30,10649.39,2.69
2014-04-15,partner-ebay-uk-06,3848614,3781629,0.9826,18259839,32175,0.0303,0.0085,0.30,9664.53,2.51
2014-05-05,partner-ebay-uk-06,4783494,4704499,0.9835,22671437,41282,0.031,0.0088,0.30,12269.14,2.56
2014-05-12,partner-ebay-uk-06,4498160,4424186,0.9836,21372301,39948,0.0277,0.009,0.30,12175.02,2.71
2014-06-02,partner-ebay-uk-06,3589579,3525047,0.982,17074258,31400,0.0302,0.0089,0.30,9410.25,2.62
2014-04-22,partner-ebay-uk-06,4553760,4463077,0.9801,21452869,39709,0.03,0.0089,0.30,11899.55,2.61
2014-03-23,partner-ebay-uk-06,5243395,5160675,0.9842,24952358,45465,0.031,0.0088,0.27,12366.89,2.36
2014-05-11,partner-ebay-uk-06,5305700,5217186,0.9833,25156286,46005,0.0298,0.0088,0.29,13182.82,2.48
2014-03-31,partner-ebay-uk-06,4299041,4221632,0.982,20373025,38318,0.0225,0.0091,0.28,10626.24,2.47
2014-04-01,partner-ebay-uk-06,3967256,3907374,0.9849,18962544,35303,0.0276,0.009,0.28,9946.51,2.51
2014-05-21,partner-ebay-uk-06,3307838,3258774,0.9852,15833801,28807,0.0325,0.0088,0.31,8809.51,2.66
2014-04-17,partner-ebay-uk-06,3830531,3766314,0.9832,18172999,31811,0.0256,0.0084,0.31,9782.52,2.55
2014-05-28,partner-ebay-uk-06,3703382,3639394,0.9827,17616330,32228,0.0265,0.0089,0.30,9687.02,2.62
2014-03-26,partner-ebay-uk-06,4382849,4300609,0.9812,20678209,43240,0.0239,0.0101,0.28,12110.32,2.76
2014-05-30,partner-ebay-uk-06,3176835,3124165,0.9834,15123776,26919,0.0302,0.0086,0.31,8290.31,2.61
2014-05-09,partner-ebay-uk-06,4008369,3940936,0.9832,19013420,34056,0.0283,0.0086,0.30,10377.27,2.59
2014-03-28,partner-ebay-uk-06,3923806,3856516,0.9829,18603301,32436,0.0277,0.0084,0.28,9242.51,2.36
2014-04-03,partner-ebay-uk-06,4065575,3995643,0.9828,19287692,34651,0.0245,0.0087,0.28,9654.87,2.37
2014-04-19,partner-ebay-uk-06,3812356,3750719,0.9838,18130353,31535,0.0307,0.0084,0.30,9528.42,2.50
2014-05-14,partner-ebay-uk-06,3591164,3525103,0.9816,16964317,30875,0.0313,0.0088,0.31,9428.60,2.63
2014-05-07,partner-ebay-uk-06,4399596,4331570,0.9845,20955212,38293,0.029,0.0088,0.30,11642.20,2.65
2014-04-12,partner-ebay-uk-06,4058835,3984093,0.9816,19196505,34222,0.0288,0.0086,0.29,9864.20,2.43
2014-04-18,partner-ebay-uk-06,3800966,3742087,0.9845,18094026,32156,0.0287,0.0086,0.32,10133.03,2.67
2014-05-29,partner-ebay-uk-06,3482171,3423067,0.983,16568455,30480,0.0299,0.0089,0.30,9018.41,2.59
2014-05-08,partner-ebay-uk-06,4511909,4425102,0.9808,21295664,38871,0.0298,0.0088,0.30,11669.25,2.59
2014-04-21,partner-ebay-uk-06,4694657,4604299,0.9808,22070316,40534,0.0271,0.0088,0.30,12331.85,2.63
2014-03-27,partner-ebay-uk-06,4190711,4124936,0.9843,20009412,34783,0.0267,0.0084,0.28,9846.05,2.35
2014-05-23,partner-ebay-uk-06,3222638,3150951,0.9778,15293531,27152,0.0302,0.0086,0.32,8663.62,2.69
2014-05-15,partner-ebay-uk-06,3107460,3061118,0.9851,14862902,26300,0.027,0.0086,0.32,8349.41,2.69
2014-04-02,partner-ebay-uk-06,4124171,4058430,0.9841,19639271,36160,0.0262,0.0089,0.28,10068.04,2.44
2014-03-29,partner-ebay-uk-06,3823826,3764393,0.9845,18215262,32526,0.0258,0.0086,0.29,9273.97,2.43
2014-05-13,partner-ebay-uk-06,4317867,4251048,0.9845,20584120,36695,0.0295,0.0086,0.30,11040.87,2.56
2014-05-31,partner-ebay-uk-06,3129743,3078903,0.9838,14917245,26694,0.0229,0.0087,0.30,8017.83,2.56
2014-04-20,partner-ebay-uk-06,4507642,4433386,0.9835,21392802,32494,0.0325,0.0073,0.31,10059.37,2.23
2014-05-22,partner-ebay-uk-06,3478970,3424248,0.9843,16635159,30438,0.0301,0.0089,0.31,9349.88,2.69
2014-03-25,partner-ebay-uk-06,4479947,4401270,0.9824,21212476,38525,0.0269,0.0088,0.28,10924.96,2.44
2014-06-11,partner-ebay-uk-06,3136790,3089104,0.9848,14982415,26657,0.0328,0.0086,0.31,8222.19,2.62
2014-04-13,partner-ebay-uk-06,4418828,4338408,0.9818,20957601,37685,0.0266,0.0087,0.29,10884.73,2.46
2014-05-06,partner-ebay-uk-06,4319107,4248840,0.9837,20491400,37193,0.0292,0.0088,0.30,11272.85,2.61
2014-04-16,partner-ebay-uk-06,3720857,3656518,0.9827,17650634,30868,0.0263,0.0084,0.30,9298.05,2.50
2014-06-01,partner-ebay-uk-06,3566892,3508063,0.9835,16999399,31132,0.0308,0.0089,0.29,9094.63,2.55
2014-04-11,partner-ebay-uk-06,3563947,3493061,0.9801,16767902,29108,0.0283,0.0083,0.29,8499.95,2.38
2014-05-24,partner-ebay-uk-06,3627482,3549812,0.9786,17240889,31844,0.0302,0.009,0.29,9341.89,2.58
2014-05-10,partner-ebay-uk-06,4688686,4608046,0.9828,22246724,40700,0.0282,0.0088,0.29,11721.74,2.50
2014-04-25,partner-ebay-uk-06,4389036,4314989,0.9831,20816792,35986,0.0304,0.0083,0.30,10900.50,2.48
2014-05-18,partner-ebay-uk-06,3498659,3450430,0.9862,16756311,30415,0.0295,0.0088,0.31,9433.79,2.70
2014-04-08,partner-ebay-uk-06,4107320,4035513,0.9825,19483550,34360,0.0272,0.0085,0.30,10259.18,2.50
2014-04-29,partner-ebay-uk-06,4222825,4149151,0.9826,20045285,36166,0.0232,0.0087,0.30,10811.37,2.56
2014-05-16,partner-ebay-uk-06,2890209,2845056,0.9844,13815957,24297,0.0291,0.0085,0.32,7746.03,2.68
2014-06-09,partner-ebay-uk-06,3463177,3405576,0.9834,16508464,30660,0.0288,0.009,0.31,9397.35,2.71
2014-03-21,partner-ebay-uk-06,4006265,3945103,0.9847,19085131,32866,0.0276,0.0083,0.29,9546.01,2.38
2014-05-03,partner-ebay-uk-06,3816251,3747706,0.982,18076392,32232,0.0279,0.0086,0.30,9595.80,2.51
2014-04-24,partner-ebay-uk-06,4064776,3990667,0.9818,19272857,33322,0.0273,0.0083,0.30,10135.99,2.49
2014-06-05,partner-ebay-uk-06,3211909,3147000,0.9798,15251935,27221,0.0323,0.0086,0.31,8389.12,2.61
2014-05-20,partner-ebay-uk-06,3543134,3490033,0.985,16937289,31768,0.0291,0.0091,0.30,9639.68,2.72
2014-04-07,partner-ebay-uk-06,4519493,4432985,0.9809,21318207,38727,0.0279,0.0087,0.28,10838.42,2.40
2014-03-17,partner-ebay-uk-06,4461464,4397312,0.9856,21328403,36624,0.0263,0.0083,0.30,10910.20,2.45
2014-03-20,partner-ebay-uk-06,4244277,4183345,0.9856,20276834,34848,0.0267,0.0083,0.29,10261.07,2.42
2014-05-02,partner-ebay-uk-06,3897974,3823649,0.9809,18392403,31377,0.0261,0.0082,0.31,9652.59,2.48
2014-04-27,partner-ebay-uk-06,5240695,5149793,0.9827,24801355,44848,0.0279,0.0087,0.28,12695.72,2.42
2014-06-08,partner-ebay-uk-06,3586933,3526454,0.9831,17096320,31187,0.0297,0.0088,0.29,9198.24,2.56
2014-06-06,partner-ebay-uk-06,2839137,2789117,0.9824,13521725,23186,0.0276,0.0083,0.32,7376.61,2.60
2014-04-30,partner-ebay-uk-06,4073059,3998431,0.9817,19308859,33802,0.0219,0.0085,0.30,10272.87,2.52
2014-04-06,partner-ebay-uk-06,5153692,5057704,0.9814,24308545,44194,0.0312,0.0087,0.27,11974.59,2.32
2014-04-26,partner-ebay-uk-06,4494627,4416518,0.9826,21270008,38557,0.0308,0.0087,0.29,11032.85,2.45
2014-06-10,partner-ebay-uk-06,3376525,3324313,0.9845,16115809,29376,0.029,0.0088,0.30,8884.91,2.63
2014-05-19,partner-ebay-uk-06,3358235,3297899,0.982,15876808,29556,0.0315,0.009,0.31,9206.86,2.74
2014-03-19,partner-ebay-uk-06,4108682,4045055,0.9845,19602626,34183,0.0283,0.0085,0.30,10156.91,2.47
2014-03-18,partner-ebay-uk-06,4472101,4407343,0.9855,21365386,37687,0.0281,0.0086,0.29,11029.10,2.47
2014-04-09,partner-ebay-uk-06,3849108,3782434,0.9827,18277839,31781,0.028,0.0084,0.30,9542.91,2.48
2014-05-17,partner-ebay-uk-06,2909723,2868113,0.9857,13939479,24614,0.0308,0.0086,0.31,7556.24,2.60
2014-06-07,partner-ebay-uk-06,3555434,3487527,0.9809,16852871,30552,0.0294,0.0088,0.29,9007.71,2.53
2014-05-01,partner-ebay-uk-06,4340971,4266079,0.9827,20601085,36972,0.0295,0.0087,0.31,11344.76,2.61
2014-03-16,partner-ebay-uk-06,4749114,4686619,0.9868,22714077,41360,0.0281,0.0088,0.29,11945.44,2.52
2014-05-04,partner-ebay-uk-06,4555955,4477662,0.9828,21587116,38736,0.0291,0.0087,0.29,11157.46,2.45
2014-04-05,partner-ebay-uk-06,4188900,4109040,0.9809,19789501,35731,0.0276,0.0087,0.28,9828.87,2.35
2014-04-28,partner-ebay-uk-06,4428233,4343909,0.981,20856007,37146,0.0296,0.0086,0.29,10705.02,2.42
2014-04-23,partner-ebay-uk-06,4341678,4264977,0.9823,20598896,37134,0.0311,0.0087,0.30,11195.88,2.58
2014-06-04,partner-ebay-uk-06,3631470,3562198,0.9809,17230600,32320,0.0307,0.0091,0.30,9705.61,2.67
2014-04-10,partner-ebay-uk-06,3687316,3622711,0.9825,17455537,28951,0.0254,0.008,0.30,8603.16,2.33
2014-05-13,partner-ebay-uk-vip-01,1523708,1463833,0.9607,6847170,3188,0.0435,0.0022,0.38,1214.11,0.80
2014-06-06,partner-ebay-uk-vip-01,22302998,21336228,0.9567,99390368,33812,0.0288,0.0016,0.41,13849.03,0.62
2014-03-26,partner-ebay-uk-vip-01,27591041,25759354,0.9336,116006998,44432,0.0349,0.0017,0.29,12963.06,0.47
2014-04-30,partner-ebay-uk-vip-01,26779014,25194297,0.9408,115027953,41234,0.0304,0.0016,0.34,13913.14,0.52
2014-04-25,partner-ebay-uk-vip-01,29321723,27568827,0.9402,125791674,46275,0.0328,0.0017,0.33,15043.31,0.51
2014-05-30,partner-ebay-uk-vip-01,24846381,23757242,0.9562,110603266,43423,0.0352,0.0018,0.39,16878.61,0.68
2014-03-29,partner-ebay-uk-vip-01,24754468,23274236,0.9402,105461138,40763,0.0292,0.0018,0.29,11825.05,0.48
2014-04-26,partner-ebay-uk-vip-01,30059435,28275571,0.9407,129267070,48448,0.0345,0.0017,0.31,14942.49,0.50
2014-04-03,partner-ebay-uk-vip-01,25974542,24382465,0.9387,111165361,47761,0.0322,0.002,0.30,14131.99,0.54
2014-06-03,partner-ebay-uk-vip-01,27319922,26194557,0.9588,122060498,49163,0.0363,0.0019,0.38,18839.33,0.69
2014-06-08,partner-ebay-uk-vip-01,29062120,27823952,0.9574,129616553,47425,0.0342,0.0017,0.37,17781.38,0.61
2014-05-07,partner-ebay-uk-vip-01,16501701,15804542,0.9578,73487043,29208,0.0324,0.0018,0.37,10803.39,0.65
2014-04-19,partner-ebay-uk-vip-01,24658245,23166654,0.9395,105710746,37854,0.033,0.0016,0.31,11862.89,0.48
2014-03-16,partner-ebay-uk-vip-01,32271968,31006063,0.9608,143656721,49578,0.0329,0.0016,0.32,15625.91,0.48
2014-04-13,partner-ebay-uk-vip-01,30071681,28361953,0.9431,130268865,54903,0.0302,0.0019,0.30,16406.91,0.55
2014-05-02,partner-ebay-uk-vip-01,21871546,20702043,0.9465,95107719,37012,0.0341,0.0018,0.35,13052.99,0.60
2014-04-22,partner-ebay-uk-vip-01,30732352,28882226,0.9398,131501739,51840,0.0356,0.0018,0.33,16869.11,0.55
2014-03-20,partner-ebay-uk-vip-01,28194238,26913912,0.9546,123724627,43925,0.0369,0.0016,0.32,13906.18,0.49
2014-03-31,partner-ebay-uk-vip-01,28099467,26267312,0.9348,119198624,48766,0.0274,0.0019,0.29,14013.68,0.50
2014-05-27,partner-ebay-uk-vip-01,18345664,17478341,0.9527,81967590,34551,0.0341,0.002,0.44,15227.08,0.83
2014-04-16,partner-ebay-uk-vip-01,24454776,23051411,0.9426,105727350,43921,0.0302,0.0019,0.33,14403.06,0.59
2014-03-17,partner-ebay-uk-vip-01,29951844,28762609,0.9603,133221032,46969,0.0325,0.0016,0.33,15610.18,0.52
2014-05-22,partner-ebay-uk-vip-01,10383877,9959609,0.9591,46851714,20305,0.0309,0.002,0.42,8486.17,0.82
2014-04-05,partner-ebay-uk-vip-01,26777459,25218116,0.9418,115455285,49053,0.0329,0.0019,0.28,13834.28,0.52
2014-03-28,partner-ebay-uk-vip-01,25649186,24127096,0.9407,109306910,42738,0.0342,0.0018,0.30,12725.43,0.50
2014-05-04,partner-ebay-uk-vip-01,26259805,24845506,0.9461,114315853,45272,0.0317,0.0018,0.33,14817.35,0.56
2014-05-17,partner-ebay-uk-vip-01,9207693,8853214,0.9615,41637293,17389,0.0283,0.002,0.41,7082.40,0.77
2014-05-29,partner-ebay-uk-vip-01,26843064,25701537,0.9575,119778889,48064,0.0351,0.0019,0.39,18754.68,0.70
2014-06-07,partner-ebay-uk-vip-01,27151467,25995025,0.9574,121064084,45333,0.0337,0.0017,0.38,17211.38,0.63
2014-04-17,partner-ebay-uk-vip-01,24845231,23384237,0.9412,106876682,40617,0.0289,0.0017,0.33,13298.24,0.54
2014-05-23,partner-ebay-uk-vip-01,10014319,9568079,0.9554,45141926,18944,0.0347,0.002,0.43,8179.18,0.82
2014-04-10,partner-ebay-uk-vip-01,24286634,22791852,0.9385,103717055,42346,0.0278,0.0019,0.31,13212.63,0.54
2014-03-27,partner-ebay-uk-vip-01,27583471,25855379,0.9374,116700842,45543,0.0299,0.0018,0.30,13507.30,0.49
2014-04-09,partner-ebay-uk-vip-01,25506308,24002998,0.9411,109623055,45507,0.0314,0.0019,0.31,14194.25,0.56
2014-05-01,partner-ebay-uk-vip-01,26892158,25400575,0.9445,116312537,44958,0.0355,0.0018,0.35,15803.35,0.59
2014-03-18,partner-ebay-uk-vip-01,29927083,28578468,0.9549,131676887,48881,0.0379,0.0017,0.32,15456.49,0.52
2014-03-22,partner-ebay-uk-vip-01,29531819,27857440,0.9433,126688716,47648,0.0331,0.0017,0.28,13144.00,0.45
2014-05-08,partner-ebay-uk-vip-01,16850746,16118195,0.9565,74817677,30024,0.0355,0.0019,0.36,10904.46,0.65
2014-04-06,partner-ebay-uk-vip-01,34363360,32322425,0.9406,147825836,62553,0.0332,0.0019,0.28,17348.58,0.50
2014-04-18,partner-ebay-uk-vip-01,24616611,23102778,0.9385,105215383,38283,0.0347,0.0017,0.33,12530.10,0.51
2014-05-28,partner-ebay-uk-vip-01,28335037,27157227,0.9584,126759102,51874,0.0354,0.0019,0.39,20331.79,0.72
2014-05-19,partner-ebay-uk-vip-01,10585124,10139106,0.9579,47430153,19532,0.0334,0.0019,0.42,8250.77,0.78
2014-04-14,partner-ebay-uk-vip-01,26294338,24796433,0.943,113623602,48306,0.0315,0.0019,0.32,15489.73,0.59
2014-04-12,partner-ebay-uk-vip-01,26465586,24955876,0.943,114358102,48880,0.0342,0.002,0.30,14730.17,0.56
2014-03-19,partner-ebay-uk-vip-01,27747397,26462033,0.9537,121692733,42083,0.0311,0.0016,0.32,13542.27,0.49
2014-05-09,partner-ebay-uk-vip-01,13836594,13251786,0.9577,61649732,23848,0.0345,0.0018,0.37,8919.73,0.64
2014-04-28,partner-ebay-uk-vip-01,30224583,28333162,0.9374,128747342,46935,0.0322,0.0017,0.32,15031.17,0.50
2014-06-10,partner-ebay-uk-vip-01,25708902,24656243,0.9591,115232675,43836,0.0344,0.0018,0.40,17493.92,0.68
2014-05-14,partner-ebay-uk-vip-01,1363184,1307585,0.9592,6106261,2773,0.061,0.0021,0.41,1138.45,0.84
2014-04-02,partner-ebay-uk-vip-01,26837984,25217583,0.9396,114963675,45354,0.0338,0.0018,0.30,13488.10,0.50
2014-05-31,partner-ebay-uk-vip-01,24477699,23459197,0.9584,109479703,43955,0.0308,0.0019,0.38,16646.17,0.68
2014-06-11,partner-ebay-uk-vip-01,23844446,22859343,0.9587,106717905,38747,0.0338,0.0017,0.41,15779.45,0.66
2014-04-11,partner-ebay-uk-vip-01,23544136,22147775,0.9407,101149030,41904,0.0323,0.0019,0.31,12999.40,0.55
2014-04-24,partner-ebay-uk-vip-01,27687411,26034950,0.9403,118859484,43200,0.0368,0.0017,0.34,14715.20,0.53
2014-04-23,partner-ebay-uk-vip-01,29142995,27332489,0.9379,124241006,47158,0.0322,0.0017,0.32,15169.83,0.52
2014-05-03,partner-ebay-uk-vip-01,21506845,20355952,0.9465,93618129,36286,0.0354,0.0018,0.34,12186.45,0.57
2014-05-15,partner-ebay-uk-vip-01,2222061,2127053,0.9572,9954836,4392,0.0337,0.0021,0.40,1739.32,0.78
2014-05-12,partner-ebay-uk-vip-01,7198293,6907595,0.9596,32223982,12854,0.0307,0.0019,0.39,5013.03,0.70
2014-05-25,partner-ebay-uk-vip-01,17850889,17057888,0.9556,80389405,32067,0.0295,0.0019,0.41,13230.79,0.74
2014-04-04,partner-ebay-uk-vip-01,24510075,23064923,0.941,105460804,43730,0.0303,0.0019,0.30,13160.32,0.54
2014-03-15,partner-ebay-uk-vip-01,27537303,26490768,0.962,123152379,42500,0.0358,0.0016,0.32,13578.77,0.49
2014-04-29,partner-ebay-uk-vip-01,28044831,26337876,0.9391,120016175,44882,0.0316,0.0017,0.33,14962.33,0.53
2014-03-24,partner-ebay-uk-vip-01,30179245,28286142,0.9373,127687274,49337,0.034,0.0017,0.29,14080.08,0.47
2014-05-16,partner-ebay-uk-vip-01,9396881,9018365,0.9597,42298398,17087,0.0287,0.0019,0.43,7273.19,0.77
2014-05-26,partner-ebay-uk-vip-01,18919156,18049707,0.954,84825248,33805,0.0361,0.0019,0.43,14431.18,0.76
2014-03-21,partner-ebay-uk-vip-01,26599341,25145072,0.9453,114562251,41790,0.0345,0.0017,0.30,12386.36,0.47
2014-04-15,partner-ebay-uk-vip-01,25334330,23913130,0.9439,109801633,47032,0.0334,0.002,0.32,15049.24,0.59
2014-04-21,partner-ebay-uk-vip-01,31102901,29071641,0.9347,131198319,50085,0.0322,0.0017,0.33,16365.25,0.53
2014-06-09,partner-ebay-uk-vip-01,27360227,26194775,0.9574,122078549,46194,0.0361,0.0018,0.40,18559.86,0.68
